isbn,similar_books
0671023225,"0515106070,0345443381,034530358X,1551664976,0515104191,0553297619,1551666081,0451202244,0380806304,0373291396"
0671023373,"0345272552,0553240951,0380729865,0440209358,0394543963,0679428887,0553213342,0865470545,0688094082,0449131793"
0671023616,"0671038567,0380773813,0449003302,1575662191,1551665514,0380726246,0553568183,0312929587,0061091715,0425147622"
0671024094,"0440151414,0786889446,0590431250,0446346802,0671047485,0671038443,044900211X,0553255762,0671744666,0380817446"
0671024108,"0743255453,3764501782,0449147657,0804113343,0330282565,0151885338,0373028768,031298376X,0446613150,0553578936"
0671024183,"3462032208,0553578936,0553240455,3498016709,0449004503,0449147657,031298376X,0312979649,0486424634,3803112133"
067102423X,"0804115400,0515100536,074343627X,0679428887,0451156609,0670855030,0451128559,0425104338,0671750127,0446608378"
0671024248,"0451188462,0671046160,0449245101,0590568892,0425104338,0451156609,0451170822,0345279255,0440207835,0451404238"
0671024256,"0373834179,0515047880,1551665719,0312420145,0553576399,0375500766,0441374239,0609808346,0553205803,0451208668"
0671024337,"0671026291,0340693096,0671541501,0440505712,0671026275,0486266893,0671541811,0440209358,038073267X,0671026283"
0671024345,"044990024X,0671027492,0553576607,0060675187,0671872664,0553575937,0804101515,0874411033,0671025538,014230218X"
0671024582,"0451192583,0451183908,0451200152,0786016418,0743216342,0451192257,078601489X,0446357170,0671898493,0786014237"
0671024809,"0385314124,0385317018,0515117153,0449219283,0440173507,067972267X,1551660490,0671664948,0517593335,0373835795"
0671024817,"0843951109,0553580957,084395275X,0312983220,0843948574,0312971230,0425191257,0553583565,0671463195,0786014865"
0671025325,"0671684876,0671643983,0671741454,0671869094,0312963211,0440156998,0671795678,0451163532,0385294166,0671733893"
0671025333,"0425095576,0061008109,051512768X,0671778730,0679437037,0070064601,0440198577,0451166604,0425050017,0373511876"
0671025341,"0451166876,0451407482,0515127256,0061030201,042517428X,0671731661,0671778730,0553575252,0394575741,0553287397"
067102535X,"0446360074,0425176169,0743448677,0451404238,0312989709,0451406095,0451210980,0743439740,0451157281,0525937676"
0671025538,"0843950374,0380732033,0671024345,1853260614,0449220605,0446601934,0345260406,059048348X,0486264726,0931432820"
0671025570,"0804108862,0385491328,1841952753,0373244770,0330392611,0060168013,1857027051,0684829924,0743453476,0449003981"
0671025589,"055329783X,0671724851,0061007129,0373706197,037370643X,0446356190,0688126731,0812544706,038075889X,0812565657"
0671025694,"0451201558,0440224721,0440225825,0425179885,0671028375,8495501198,8495501090,8495359537,8483101610,8478886451"
0671025708,"3764501782,3803112133,3498016709,3548256740,0373028768,3492225926,0553578936,0425156028,0061044539,0486424634"
0671025864,"0609609521,0425168697,0684856069,0451526554,0141001828,0061091464,0395977894,0385334036,0385314698,0140280553"
0671026011,"0553575058,0380810239,0743437802,0671038443,0804112975,0451402502,0446524999,0380725347,0804110867,1551664364"
0671026275,"0671026291,0316038172,0671015842,0440435072,0671027492,0425176053,0805047379,0451523555,0671024337,1558532854"
0671026283,"0671021354,0671026291,0439078059,0812540344,0486424499,0812540336,0451456734,0671024337,0757300065,044018293X"
0671026291,"0671026275,0671024337,0671026283,0671015842,0439078059,0812540344,0486424499,0812540336,0451456734,0757300065"
0671026305,"0553238973,0747257833,0380558890,0751519782,0345300998,0375700137,0441007090,3822860867,0349109435,038097536X"
0671026356,"067103930X,0671026364,0684857278,0446354872,0671039296,0671039288,0671745077,0671021354,0671039199,0449222489"
0671026364,"0671026356,0671039288,0671039296,0671795880,0671635743,0671640496,1853260231,185326086X,044166251X,0441790348"
0671026682,"0743418220,0671001809,0553276328,0380733358,0380703890,067178546X,0425132625,0553296604,0446610232,0399132414"
0671026704,"0671746693,0060183713,0671681567,0399143769,068480297X,0684802988,0060193751,0380978091,0743202562,0060393211"
0671026844,"0671026879,0553576607,0671026860,068812707X,0671026852,0671027514,0373030967,0671042491,0425179176,0061010995"
0671026852,"0671731661,042517428X,0061030201,0553575252,0394575741,0553287397,0380791021,0671026879,1551668807,0446602566"
0671026860,"0671026879,0553576607,0671027522,0671026852,0671026844,0743442237,0671042491,051512947X,0671027514,0425184536"
0671026879,"0553576607,0671026860,0671026852,0671026844,0671042491,0671027514,0425184536,0312965737,0671027522,0380807351"
0671027069,"0671731661,0061030201,0553575252,042517428X,0394575741,0553287397,0380791021,1551668807,0446602566,0821771477"
0671027077,"0515122858,0061042781,0515120626,0553109944,0671027514,0743403622,0671704591,0671786113,0671525425,0670878847"
0671027123,"0373244428,0425176339,0446607401,0451405919,0553571915,0440221501,082175758X,0440124344,0312962258,0821761730"
067102731X,"0786006242,0590433180,0061009881,055357924X,044100914X,0312975740,0425133990,0440223784,044023476X,0875962955"
0671027344,"0553571338,0380802252,0671027638,0743439775,0020446500,3548256740,3498016709,0553240455,0373028768,044021808X"
0671027360,"0312995423,0385504209,0671027387,0553136283,042512343X,0440219337,0345455207,1400031362,0843949880,048629899X"
0671027387,"0380803941,0425152235,0671027360,0590222961,1578562325,0671870610,0425067858,0743470389,0449004503,0373028768"
0671027492,"0671024345,0345329457,0671026275,0884042847,0345350804,0380003821,0345384210,087542127X,0671041460,0671025538"
0671027514,"0515122858,0061042781,0671027522,0373245386,0671026879,0743403622,0515120626,0373832370,0553109944,0671026844"
0671027522,"0671026860,0671027514,0671042491,0743403622,037329087X,0380810492,0515122858,0373196342,0373245645,0061042781"
0671027573,"0515127256,0440226007,0671003348,0671799371,0380812029,155166786X,0671737805,038081790X,0380812010,0449149080"
0671027581,"155166948X,0743444264,0671019740,0671778730,0671019759,0515135968,037383568X,1551665743,0671027573,0312954786"
0671027638,"0380732181,0671632663,0553250728,0679407111,0449218422,0425070190,0316184152,193072229X,006109692X,0553380400"
0671027646,"1558533109,0380762978,044661176X,0451199871,0671731661,0061030201,042517428X,0553574469,0553575252,0821758438"
0671027662,"0446359459,0061030244,0671020315,0743428706,1551665042,0812590449,0061099473,0061097306,0373709102,1551668602"
0671027972,"0449205029,0142000108,0671567829,0515126098,0380718839,0515116173,0380774909,0156658992,0425184129,0345354613"
0671028006,"0312977433,1551665514,0373711484,0553568183,0843950900,0671028022,0671028014,0399139060,0671039857,0590430149"
0671028014,"0671028022,0671020307,0671020323,0671873172,0345319958,0553212923,0671020293,0671028030,038078405X,0440918057"
0671028022,"0671028014,0671020307,0671020323,0671028030,0671873172,0345319958,0553212923,0671020293,038078405X,067100767X"
0671028030,"0671746081,0671028022,0671643983,0671869094,0312963211,0440156998,1575663708,0671795678,0451163532,0671020307"
0671028367,"0671011367,1551665166,0380764776,038071972X,0373288689,0451204344,0671011375,0380726246,0345404785,0671028375"
0671028375,"0425050017,0380795981,0553289063,044020254X,0671775391,0394551540,0804108889,0373028768,044021808X,0553578936"
0671028383,"1551668343,0449147738,0061041742,0380790424,0671015141,0743456378,0553089196,0451411056,052594575X,0345375351"
0671032550,"0671032585,0671014633,0671013963,0345428692,0671002384,074340050X,0671568310,0671501070,0671792369,0671019155"
0671032585,"0671014633,0671032550,0671002384,0671568310,0671501070,0671019155,0671794264,0345428692,0515114049,0671701304"
067103264X,"0765301571,0451200152,0451125452,0553110721,0446323268,0380775832,0812521277,0451201744,0380763389,0446613150"
0671032658,"0553375067,0671019740,0671799371,0671034413,0375505148,0425140318,155166786X,0451402103,0440224039,0590452037"
0671032992,"0671034014,0671737805,0671010107,0553571591,0671003348,067103412X,0671010093,0380776847,0553288555,0380819171"
0671034006,"1551660342,1551664968,0671537865,1551667959,0380799375,0440235480,0671644475,0553133160,0671731661,0671780387"
0671034014,"0671742566,0425192768,0345453808,0671737643,0380819171,0345464982,0425195244,0380818965,0553584219,0449004864"
0671034022,"1551660342,0553295349,0380811979,0671644475,0671537865,0449149080,1551667959,0380799375,1551664968,0451184890"
0671034057,"0671568841,0373226411,0373706847,0449207439,0449222586,0804103682,0373483287,0380818760,0440211476,0373226306"
0671034065,"0515127256,0671778730,0380718413,0590440616,0140092315,0671036564,0553240455,3548256740,0061044539,0553578936"
067103412X,"0380789345,0451409884,1551664704,0380806312,0373483570,0380780755,0380789337,1551662817,0380794578,1551668521"
0671034251,"0812509145,0446603775,0671899619,0671746065,0440400759,0449210677,0064408655,0440220653,0140071083,0451160312"
0671034413,"0553584111,0671019740,0671517635,0671799371,0375505148,0425140318,155166786X,0373270917,0553284673,0785271708"
0671034421,"0743202562,0505525062,1551668939,0425189465,1551668114,0060183713,1551666928,0743477316,0505524430,0786014474"
0671034669,"0373289928,0451205987,0843948272,0505525356,0671870955,0821771116,0451459067,0553563327,0380816830,0451459407"
0671034677,"0451404238,0553276182,0446608270,0380698498,0385469683,0451406095,0440206685,0451166884,0451192249,0743423682"
0671035452,"048629899X,042513976X,0451180313,0060012897,0312964870,0425176169,0312246560,0375407340,0804113831,0425124819"
0671035460,"0425194795,0671792369,0671795937,0373709722,0061031542,034543241X,0425187365,0440226457,0486284727,0671016784"
067103619X,"1551665042,0743428706,0061092800,0786889837,0743411374,1551668785,0446613150,0553240455,3462032208,0061044539"
0671036505,"0385489935,0373290284,0345362667,0743400828,0440228433,1551665042,0743428706,0316171638,0743411374,1551668785"
0671036556,"0505524848,0399147330,0505525224,0060529466,1551666588,0312977301,0843952083,0380818965,0743419162,0553584219"
0671036564,"0671778730,0373288964,155166903X,0373691475,0671523074,0843945656,0505521784,1551665557,0515127256,050552421X"
0671036645,"0786016418,067102096X,0671020943,0743424107,0671898493,0451183908,0451192583,0446356603,0451206096,0451192249"
0671038184,"0380730138,0452282829,1400061598,0316899984,0385512147,0375707972,0385502532,080410946X,0140244824,1551664364"
0671038443,"0451181468,0553582704,0684855631,0671026011,044900192X,0553577174,0380726246,0671024094,0515132624,0684871262"
0671038567,"0380726246,0449003299,0380724987,0380773813,0671664859,0449003302,1575662191,0380718340,055329170X,0743411447"
0671039199,"0684857278,0446354872,0671039296,0671745077,0671021354,0671026356,0812524012,0449222489,0671690582,0590877518"
0671039288,"0590477439,0671026364,0671026356,0590466178,0671013777,0590934899,0671021362,0671041460,0671017136,0394823249"
0671039296,"0684857278,0446354872,0671745077,0671021354,0671039199,0671026356,0449222489,0812524012,0671690582,0590877518"
067103930X,"0671021362,0671026356,0451451538,0671017128,0671020315,0060965819,0452281423,0786868015,0671007637,0671020323"
0671039415,"0505525070,0515105198,0590483528,0689832559,0446604763,0061014591,0380782332,0385086954,0689713703,0590483471"
0671039725,"0451160444,0743424425,0451167317,0451167538,0373244657,0671039741,0671898493,0590298364,0446353728,0451183908"
0671039741,"0451161343,0451192257,0451167538,0743412273,0425095576,0671898493,0671039725,067172939X,0671759361,0451192249"
0671039830,"0671007696,067100767X,0671039857,0671873202,0671534726,0671007610,0671729497,0671873199,0671534742,0671873210"
0671039857,"0671039830,0671007696,067100767X,0671729438,0446607401,0671873202,0671534726,0671534734,0671729497,0671873199"
0671039873,"0061097306,0671039962,0671039946,0451409183,0440435072,0671039938,0671039903,0671039954,0671039970,0821771450"
0671039903,"0671007610,067100767X,067103992X,0671007696,0671039830,0671534726,0671873199,0451183908,0451192583,0671039970"
067103992X,"0743457870,0671039903,0743428587,0743428595,0743428617,0425192784,0671039970,0671743074,0671648152,0671007696"
0671039938,"0373226780,0007106572,0312983484,0821768441,1573227161,0312978723,0743403614,0671039962,0440225078,0060517212"
0671039946,"0671039962,0671884484,0373226802,0440122961,0449004503,3498016709,0553240455,0446613150,031298376X,0345311779"
0671039954,"0553156810,0373226322,0590425013,0785276149,0553292781,0590414313,0679844074,0671039962,0816727953,0307116824"
0671039962,"0671039946,0425095576,0671039873,0373511876,0515134120,0671039938,0394848365,1551665182,1572971835,0671039954"
0671039970,"0743428617,0743457870,0671695169,0671039903,0671695126,0671007696,0743428587,0743428595,0425192784,0671743074"
0671040588,"0671020641,0440204925,0671792822,0553138286,0446301302,0449131904,0671753819,0345453743,0679737898,0446362921"
0671041460,"0671013777,0553238973,0394823249,0671690574,0786013109,044021288X,0590629719,0064440028,0394829204,078601475X"
0671041649,"0671778730,0671017144,0671036564,0425119114,0061097497,0380731215,0670036056,0884042847,0380820048,0152047379"
0671041789,"0449148378,0446606227,0553110616,0451200152,0743211383,0380763400,0380769530,0380772574,0451125452,0451169514"
0671042262,"068485029X,0553289063,0446607274,0804113343,0425161021,0425150976,3791530372,0425187721,0345384733,0786889837"
0671042440,"0671042467,0671042475,0671042459,0373290284,0451209850,0609600664,0373226373,0440228433,0393324826,0373291574"
0671042459,"0671042475,0671042467,0671042440,0373290284,0451209850,0609600664,0452285186,0440228433,0393324826,055357602X"
0671042467,"0671042440,0671042475,0671042459,0373290284,0451209850,0609600664,0440228433,0393324826,055357602X,0373226373"
0671042475,"0671042459,0671042467,0671042440,0373290284,0451209850,0373226373,0609600664,0425110931,0590494368,0671868314"
0671042491,"037329087X,0373196342,0380810492,0373245645,0373872186,0440241111,0671026879,044021596X,1551666618,037328960X"
0671042505,"0515136298,0553295349,0515132276,0312982208,0821771477,0778320448,1551669447,0743422740,1551667312,0380791021"
0671042513,"3548256740,3492225926,3803112133,0486424634,3498016709,0553240455,0330282565,0345311779,0061044539,031298376X"
0671042556,"1570717257,067167269X,0553290614,0671526723,0671742566,0743439651,0385501404,0553571591,0684874318,0609605925"
0671042564,"0743439651,0553278363,0812513010,0375703675,1551668815,0380711044,037540273X,0684859769,0375802118,0553213113"
0671042572,"0385333757,3492225926,3462032208,0425156028,0440122961,3498016709,044021808X,0446613150,0449004503,0449147657"
0671042793,"0330300822,0330314971,0394588428,0142437174,1853267333,1853262374,1853260533,0142000159,0375753834,0345436121"
0671042858,"067103264X,0451188462,0486278026,0451125452,0451132378,0425119114,0441006949,0345319958,0671024183,0345260791"
0671046160,"0590568892,0345279255,0140180923,0671891529,0425117391,0811816753,0446321095,0807593664,0345434226,0843950315"
