user_id,location,age,age_group,cluster_id,collaborative_cluster_recommendation,demographic_recommendation,geographic_recommendation
260388,"minneapolis, minnesota, usa",23.0,Young Adult,10,"['0020449313', '0060256737', '0060294671', '0060391839', '0060921056', '0060976977', '0061053716', '0061097667', '0062508113', '0064400085']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0345433173', '0375756981', '0679732764', '0060504080', '0066209773', '014014773X', '0140318909', '0312263120', '0312291450', '0316235024']"
260406,"plainville, massachusetts, usa",28.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0345435168', '0486290301', '0486277860', '0486278042', '0684872153']"
260419,"fairview, oregon, usa",32.0,Young Adult,6,"['0007154615', '0044409494', '0060097469', '0060256672', '0060256737', '0060392991', '0060652934', '0060809248', '0060922249', '0060927240']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0380002930', '0394404289', '0394558235', '0618002227', '0679441018', '0142000663', '0679720200', '0140177396', '0451526562', '0679405283']"
260447,"olympia, washington, usa",46.0,Middle-aged,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0064406970', '0140042598', '0316168815', '0345296052', '0345296087', '0345382846', '0345440145', '0385306024', '0385479565', '0394580567']"
260453,"fergus, ontario, canada",29.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['034530988X', '051513595X', '0399149864', '0553582143']"
260473,"zaragoza, spain, spain",27.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0060563079', '0451523377', '0679723161', '0553213415', '0679736301']"
260484,"tacoma, washington, usa",55.0,Middle-aged,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0020427859', '0316168815', '0385199570', '0446533041', '0446605239', '0452262143', '0452279178', '0670835382', '0670839531', '0670855030']"
260498,"saskatoon, saskatchewan, canada",,Unknown,3,"['0020427859', '0020518706', '0060007788', '0060198702', '0060263857', '0060578955', '0060675187', '006091646X', '0060917016', '0060925000']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0064405842', '0140067477', '0312974256', '0345305183', '0441009077', '0553582364', '0553582909', '078686298X', '0886776686', '0886777313']"
260502,"greeley, colorado, usa",22.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0440419468', '0892550147']"
260520,"dallas, ,",,Unknown,3,"['0020427859', '0020518706', '0060007788', '0060198702', '0060263857', '0060578955', '0060675187', '006091646X', '0060917016', '0060925000']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0425119920', '0345315715', '0345328949', '0425080021', '0425100650', '0425147517', '0671884298', '0060175818', '0060194448', '0061092614']"
260528,"pittsburg, missouri, usa",69.0,Senior,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0385504209', '0316666343', '044023722X', '0671027360', '0440234743', '0446607657', '0385510438', '1400031354', '1400034779']","['0312276885', '0312924585', '0316693251', '0425141233', '0440213525', '0446364193', '0446607657', '0451160533', '0451176812', '0553294903']"
260531,"dallas, texas, usa",59.0,Senior,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0385504209', '0316666343', '044023722X', '0671027360', '0440234743', '0446607657', '0385510438', '1400031354', '1400034779']","['0060930535', '0061009059', '0312966091', '0312971346', '0345444884', '0373250290', '0375706771', '0425147363', '0440241812', '0441627404']"
260573,"blodgett, oregon, usa",45.0,Middle-aged,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0345362861', '0345370775']"
260590,"wilmington, north carolina, usa",25.0,Young Adult,10,"['0020449313', '0060256737', '0060294671', '0060391839', '0060921056', '0060976977', '0061053716', '0061097667', '0062508113', '0064400085']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0060987561', '0141301066', '0141301104', '0151006040', '0440221099', '0440998050', '0553213695', '0679746048', '0060558865', '037541200X']"
260609,"santa rosa, california, usa",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0060392452', '0373711735', '0380778726', '0380786230', '0440108268', '044100069X', '0441068804', '0441328091', '0446310492', '0449206440']"
260616,"kingsland, georgia, usa",42.0,Middle-aged,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0743467523', '0385497466', '0440225701', '044023722X', '0449005909', '0451137965', '0451172817', '0451188462', '0553582933', '0671034006']"
260647,"montgomery, alabama, usa",27.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0345342968', '0385336764', '0399149848', '0441003257', '0446676098', '0451410785', '0553213105', '0553213342', '0061092177', '0449220605']"
260655,"ottawa, ontario, canada",23.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0394561619', '0440212561', '0440217563', '0684859300', '0062502182', '0060085452', '0060192704', '0060193395', '0060987561', '0061053309']"
260662,"edgewater, maryland, usa",,Unknown,3,"['0020427859', '0020518706', '0060007788', '0060198702', '0060263857', '0060578955', '0060675187', '006091646X', '0060917016', '0060925000']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0070212570', '0373484224', '0060094397', '0373483880', '037370707X', '0373710755', '0380769557', '0380814803', '0425162605', '0425182010']"
260678,"hooksett, new hampshire, usa",39.0,Middle-aged,21,"['0060163747', '0060256656', '0060256672', '0060256737', '0060900075', '0060928360', '0060965819', '0060972009', '0061053716', '0061093653']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0060938455', '014006690X', '0451526341', '0553208071', '055321313X', '0553213148', '0553213156', '0553213164', '055323370X', '0553256920']"
260699,"toledo, ohio, usa",42.0,Middle-aged,24,"['0060173289', '0060185074', '0060256737', '0060392991', '0060512822', '0060809779', '0060812508', '0060923288', '0060924799', '0060924845']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0020532105', '0312278586', '0312983867', '0345339703', '0345339738', '0380018179', '0380727501', '0425115801', '0446341754', '0553100742']"
260735,"toronto, ontario, canada",49.0,Middle-aged,3,"['0020427859', '0020518706', '0060007788', '0060198702', '0060263857', '0060578955', '0060675187', '006091646X', '0060917016', '0060925000']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0140042393', '0394820371', '0679763309', '068484267X', '0020532105', '0060008873', '0060139145', '0060256672', '0060953020', '0061008109']"
260771,"austin, texas, usa",63.0,Senior,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0385504209', '0316666343', '044023722X', '0671027360', '0440234743', '0446607657', '0385510438', '1400031354', '1400034779']","['0345339681', '0380720191', '0553574574', '0385335482', '0060085452', '0060096195', '0060199652', '0060921056', '0062502182', '0064401480']"
260796,"boulder junction, wisconsin, usa",54.0,Middle-aged,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0679419454', '0679412956', '0679734163', '0380973545']"
260840,"missoula, montana, usa",35.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0061013706', '0385335881', '0380800209', '0440234743', '0446360589', '0451181379', '0671507036', '0312982518', '0446358576', '0515126489']"
260865,"concord, california, usa",48.0,Middle-aged,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0316143464', '0316735027', '0345404793', '0399138250', '0399143769', '0440414806', '0671026704', '0671746693', '0836217799', '031242227X']"
260875,"northcote, victoria, australia",34.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0345363310', '0345352661', '0345369351', '0671794388']"
260879,"hamburg, hamburg, germany",38.0,Middle-aged,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0060562250', '0060931914', '0140097058', '0140298479', '0316769177', '0316912123', '0380730448', '0380977788', '0385335482', '0385335881']"
260897,"chicago, illinois, usa",25.0,Young Adult,21,"['0060163747', '0060256656', '0060256672', '0060256737', '0060900075', '0060928360', '0060965819', '0060972009', '0061053716', '0061093653']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0156528207', '0312282990', '043935806X', '0060007788', '0060391448', '0060913061', '0060914653', '0060929790', '0060929871', '0060976624']"
